,race,age,engnat,gender,hand,source,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,cluster
2132,11,19,2,1,1,1,4,1,5,3,5,1,5,5,5,1,1,5,4,3,1,1,5,5,1,3,5,5,1,3,1,5,1,5,3,5,3,3,5,3,3,1,1,3,3,3,5,1,5,1,5,1,5,5,3,5,1
2133,3,21,2,1,1,5,5,2,5,2,5,1,5,2,4,3,3,5,2,3,4,3,4,4,1,2,3,4,3,4,3,4,2,3,2,4,2,4,3,4,4,5,2,3,1,4,4,1,4,3,5,1,5,3,3,5,1
2134,3,26,2,2,1,1,4,2,4,3,4,2,5,2,5,3,3,3,4,3,2,3,4,3,1,3,1,5,1,4,1,5,1,4,5,5,3,3,4,4,3,4,4,3,2,3,4,2,5,2,4,1,4,3,4,4,1
2135,3,22,1,2,1,5,3,2,3,3,2,3,1,4,3,4,2,4,5,2,2,3,2,2,2,2,1,4,1,4,2,4,2,3,4,3,4,3,4,2,3,2,4,1,4,3,4,3,5,3,4,1,4,4,4,4,2
2136,3,24,1,2,1,1,1,4,3,4,3,3,2,4,2,4,4,3,4,2,4,4,3,2,4,4,1,4,2,4,2,5,3,4,4,4,4,4,4,3,4,3,5,3,4,4,4,1,4,2,3,1,4,3,4,4,4
2137,4,22,2,2,1,1,1,5,1,4,2,5,1,3,3,1,5,1,5,1,4,5,5,5,5,5,4,2,1,4,1,2,4,4,2,4,2,1,4,4,4,4,2,4,1,3,4,3,3,2,3,3,2,3,4,2,3
2138,13,22,2,1,2,2,1,5,2,5,1,4,1,5,1,5,3,3,5,1,2,4,2,3,3,5,1,4,2,5,1,3,2,5,4,3,4,3,4,5,3,2,4,3,2,3,3,2,5,2,3,1,4,2,5,5,4
2139,3,70,1,2,1,2,2,3,4,2,4,2,3,2,4,3,3,3,1,5,3,3,4,4,3,1,3,4,1,2,2,2,2,2,4,3,5,2,1,1,1,4,4,1,2,2,4,1,4,2,5,1,5,3,5,4,1
2140,3,24,1,2,1,2,3,2,5,1,4,2,3,2,2,3,4,4,3,3,2,3,2,3,3,2,1,5,1,5,1,5,2,3,4,5,4,3,5,2,3,2,4,1,5,3,4,2,3,2,3,2,4,4,3,5,2
2141,3,58,1,1,2,1,2,3,3,4,2,2,2,2,4,4,3,2,5,2,2,4,3,3,4,4,3,3,1,4,2,3,3,4,4,4,4,4,4,3,2,5,4,4,4,3,5,1,5,4,4,1,4,5,5,3,0
2142,13,23,1,1,1,1,3,3,3,3,3,3,3,4,4,4,3,4,4,2,2,3,3,2,2,3,2,4,2,5,3,4,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,1,5,1,4,1,4,3,4,4,1
2143,4,21,2,1,1,1,4,4,5,2,3,4,2,4,4,4,3,5,4,3,1,1,3,1,1,3,5,4,1,5,4,1,2,3,4,4,5,4,5,1,2,2,4,1,5,3,1,3,4,2,4,1,4,2,3,3,1
2144,13,20,2,1,1,5,3,2,4,3,4,2,3,4,4,4,3,3,4,4,3,4,4,4,3,4,2,4,1,4,1,3,2,3,4,5,4,4,5,2,4,2,4,2,2,4,5,2,5,2,3,1,4,4,3,4,2
2145,3,22,1,2,2,1,5,3,5,3,5,2,5,2,4,3,4,3,4,3,3,3,3,3,2,3,1,5,1,5,3,4,1,5,5,4,3,3,3,3,4,4,3,3,2,2,4,2,4,2,3,1,4,2,3,4,1
2146,4,25,2,1,1,1,3,2,4,2,5,2,5,2,5,4,4,4,1,3,2,2,4,3,4,3,2,5,2,4,2,2,1,5,3,5,4,5,4,2,2,3,2,1,2,4,3,2,4,2,4,1,4,4,4,4,1
2147,3,48,1,1,1,1,4,2,5,4,4,2,4,2,4,2,1,5,1,2,1,1,1,1,1,1,1,4,2,2,2,4,1,3,2,5,5,1,4,1,2,1,5,1,3,5,4,1,5,2,5,1,5,4,4,5,1
2148,3,51,1,2,1,1,1,3,2,5,3,3,1,4,1,3,2,4,3,4,3,1,2,1,1,1,3,3,2,5,4,5,1,4,5,2,4,2,5,1,3,3,4,1,4,5,5,1,5,5,5,1,5,4,5,5,2
2149,3,25,2,2,1,2,2,2,4,2,4,2,4,2,4,2,1,3,3,4,2,2,2,2,2,5,2,4,3,3,2,2,3,4,3,4,5,3,5,2,5,3,4,1,4,5,5,1,4,1,5,2,5,4,5,5,1
2150,3,65,1,1,1,1,4,4,5,2,5,4,4,4,2,2,4,5,5,5,5,2,1,1,1,1,2,5,2,3,4,5,1,4,4,5,5,5,4,1,2,5,4,1,1,3,4,4,5,2,3,1,2,4,4,5,1
2151,3,19,1,2,1,1,3,2,5,3,5,1,5,5,1,4,5,3,5,1,1,5,3,1,5,5,1,5,1,5,1,5,1,5,5,5,5,5,5,3,3,1,5,5,5,1,5,1,5,1,3,1,5,5,5,3,2
2152,3,26,2,2,1,1,3,5,5,4,1,1,3,5,1,5,3,4,5,4,3,1,1,1,2,1,3,5,1,5,1,4,1,4,4,5,5,2,5,2,5,1,5,1,5,5,1,1,1,3,4,3,5,1,5,4,2
2153,3,30,2,1,1,1,3,2,3,2,4,2,2,3,4,2,2,3,4,3,2,4,2,1,4,3,4,1,2,1,4,2,4,2,2,3,3,2,5,2,4,2,5,2,3,5,5,1,3,1,4,2,5,5,4,3,4
2154,3,14,2,2,1,1,2,5,5,4,4,5,2,2,5,3,3,2,3,1,1,3,3,3,2,1,2,3,1,3,2,4,3,1,5,5,4,2,4,2,3,2,2,3,3,2,3,3,3,3,3,2,4,2,2,3,3
2155,13,39,2,2,1,2,4,1,4,3,4,2,4,4,4,3,4,3,5,3,4,5,4,4,4,3,1,4,1,5,2,5,1,4,4,4,4,2,4,2,3,1,5,2,4,5,3,2,4,3,4,3,5,4,4,4,2
2156,3,39,1,2,1,1,5,1,4,1,5,1,4,2,5,1,5,2,3,2,5,5,5,5,5,4,4,2,4,3,3,2,3,4,3,4,4,1,5,4,4,1,5,1,5,5,5,5,4,5,5,2,5,4,4,5,0
2157,3,73,1,2,1,1,2,4,5,3,5,4,5,3,3,2,4,3,4,3,3,2,2,5,1,3,1,5,1,5,2,4,1,3,4,4,3,5,2,3,2,5,3,3,2,3,4,1,5,1,4,2,4,4,5,3,0
2158,3,55,1,1,2,1,4,1,5,2,4,2,5,3,3,3,4,2,4,2,3,4,2,3,4,3,1,5,1,5,1,5,1,5,5,4,3,4,4,3,2,3,4,1,2,4,5,1,5,1,3,1,4,5,5,4,0
2159,13,24,1,2,1,5,3,3,2,2,4,3,5,3,5,4,1,4,5,1,4,3,3,4,4,4,3,3,4,3,4,2,3,3,3,1,2,2,5,1,5,2,5,3,2,3,2,1,5,5,5,1,5,2,5,5,4
2160,13,17,1,1,1,1,3,1,3,3,4,1,3,2,5,4,4,3,3,2,5,4,5,4,5,3,3,3,3,3,4,3,3,4,2,4,3,3,3,2,2,3,5,3,2,4,5,2,4,3,5,2,5,5,3,5,0
2161,13,21,1,2,1,2,3,3,2,2,2,3,4,5,2,5,4,4,2,3,2,1,2,2,5,3,1,2,3,4,2,5,2,4,4,4,2,4,3,5,3,2,4,3,3,3,4,3,1,4,2,4,4,2,4,2,3
2162,3,26,1,2,1,1,1,5,5,5,1,5,3,5,5,5,5,1,5,5,3,5,5,5,5,5,1,5,2,5,5,5,1,5,5,5,3,4,5,5,3,5,5,4,5,3,4,1,1,1,2,1,1,5,5,5,0
2163,3,19,2,2,3,1,1,5,1,5,1,5,1,5,5,1,5,2,5,5,5,1,4,4,4,4,1,1,4,1,5,1,5,1,1,1,4,1,5,5,5,1,5,2,4,5,5,4,5,4,5,1,5,5,5,5,4
2164,3,22,2,2,1,1,2,4,2,4,2,2,1,3,3,4,2,3,4,3,2,2,2,2,2,3,2,2,1,4,2,4,4,4,4,3,3,2,2,2,2,4,4,2,4,3,5,2,5,2,4,1,4,2,4,4,4
2165,4,34,2,1,1,1,4,3,4,5,3,4,3,5,2,5,1,4,5,2,4,3,4,1,4,1,5,5,1,5,2,5,1,4,4,5,4,5,4,2,3,5,2,4,2,5,2,1,5,1,5,1,5,1,5,5,1
2166,3,62,1,2,1,2,4,2,5,2,4,2,3,2,5,2,2,4,4,3,4,3,2,1,2,2,1,5,1,4,2,4,2,4,5,5,5,2,5,1,5,1,5,1,5,4,5,2,5,2,5,1,5,5,4,4,2
2167,3,42,1,2,1,1,3,1,5,2,5,1,5,3,5,3,3,3,4,3,4,3,3,2,4,2,1,5,2,4,1,3,1,4,4,4,5,2,4,2,4,1,4,2,5,4,5,4,5,4,4,1,4,5,3,5,2
2168,3,21,1,1,1,2,2,4,2,3,4,2,4,4,4,2,4,2,5,2,1,2,1,1,5,4,1,5,1,5,1,3,2,3,5,4,5,1,5,1,5,1,5,1,5,5,3,1,4,4,4,1,5,2,4,5,2
2169,3,46,1,1,1,1,4,3,5,2,4,2,4,4,4,2,3,4,2,5,2,3,2,2,2,2,4,3,2,4,4,3,3,3,4,4,3,3,4,2,2,4,3,2,4,3,5,2,3,3,5,2,5,4,3,4,1
2170,13,32,1,2,1,1,5,4,5,1,4,4,5,5,5,3,3,1,3,1,1,3,2,1,3,1,3,1,2,3,5,1,3,3,1,3,4,3,5,1,5,1,5,3,4,5,5,1,5,1,5,1,5,5,1,5,1
2171,3,20,2,2,3,1,3,3,2,4,3,2,2,4,3,3,5,2,4,1,2,5,4,4,5,5,2,3,4,5,2,4,3,4,4,2,3,4,4,4,1,4,4,3,2,2,5,2,5,2,5,1,4,4,4,4,0
2172,3,30,1,2,1,2,1,3,2,4,4,4,4,2,1,3,5,2,5,1,4,5,4,5,5,4,1,3,3,4,3,4,3,4,4,3,4,4,4,4,2,3,4,2,5,3,3,3,5,3,3,4,3,4,5,4,0
2173,9,20,2,1,1,5,1,5,4,5,4,3,1,5,5,5,3,3,5,1,1,4,5,1,4,1,2,1,1,3,4,2,5,2,2,2,5,3,5,1,5,4,5,3,5,5,2,4,5,4,2,1,4,1,5,2,4
2174,1,18,2,2,1,1,4,3,4,3,4,2,5,2,4,4,2,3,4,2,4,5,4,2,4,3,2,4,4,4,3,4,2,2,4,4,3,4,5,2,2,2,4,3,2,3,4,2,4,3,4,1,4,4,5,4,0
2175,5,15,2,2,1,1,2,1,5,2,5,2,4,4,4,2,4,4,4,3,2,5,3,2,3,5,5,5,2,3,3,5,2,5,4,5,3,2,3,4,1,5,2,5,1,3,4,2,3,3,3,3,4,2,3,3,3
2176,4,22,2,1,1,2,1,1,4,3,4,1,4,2,4,3,1,3,5,5,1,1,1,1,1,4,5,5,2,2,4,4,2,5,4,5,3,1,5,1,5,1,3,5,5,4,2,2,4,2,4,2,4,1,5,4,1
2177,3,66,1,1,1,2,1,3,5,5,1,3,2,5,1,5,5,1,5,1,5,5,5,5,5,5,2,2,3,3,2,4,4,3,3,1,1,3,4,5,1,3,5,3,1,5,3,1,4,2,1,2,4,4,4,3,4
2178,3,31,1,1,2,2,2,1,4,3,3,1,2,4,2,4,5,2,5,1,2,4,5,3,5,5,1,4,1,4,2,5,2,2,2,3,3,4,5,4,1,5,4,3,2,4,5,1,2,1,5,1,4,4,4,5,0
2179,4,35,2,1,1,2,1,3,1,5,3,1,1,5,1,5,1,1,5,3,5,5,5,5,5,1,1,1,1,5,1,5,1,5,5,3,1,5,5,5,1,5,3,5,1,1,5,3,5,3,5,1,5,5,3,5,0
2180,3,22,2,1,1,2,3,1,3,2,2,1,3,4,5,5,2,4,2,5,3,1,3,1,1,1,1,5,1,5,1,5,1,5,5,5,3,1,5,2,4,1,5,1,3,4,2,2,4,1,3,2,5,2,5,3,2
2181,3,16,1,2,1,2,4,3,4,2,4,2,4,2,4,3,3,3,4,2,2,3,4,3,3,3,2,5,3,4,2,4,1,4,4,4,3,3,3,3,2,4,3,3,3,3,3,2,5,1,4,1,4,3,4,4,0
2182,6,16,1,2,1,1,1,4,5,5,1,4,1,5,1,5,3,1,4,1,1,1,4,5,3,5,5,3,1,5,1,4,1,5,5,1,5,2,5,1,1,3,1,1,1,5,1,4,5,5,4,1,5,1,1,5,3
2183,3,26,2,2,1,5,3,2,4,2,4,1,3,4,4,4,4,3,4,3,3,3,4,3,4,3,3,4,4,3,3,3,2,3,4,4,4,1,4,1,3,1,4,3,4,4,5,2,4,3,4,1,5,5,4,4,2
2184,13,16,2,2,1,1,5,2,3,1,3,3,2,4,3,5,3,5,4,4,4,3,3,3,3,4,4,3,1,3,2,3,3,3,3,4,3,5,5,3,2,5,3,3,4,4,3,4,5,3,4,1,4,3,3,4,3
2185,3,17,1,2,1,1,1,4,3,3,2,3,1,4,3,4,5,2,5,1,5,3,4,4,4,5,2,2,2,4,4,4,2,3,2,1,3,4,5,3,2,5,5,3,3,5,5,2,4,2,4,2,4,4,2,3,4
2186,3,65,1,1,1,1,3,4,4,3,3,3,4,2,3,3,3,3,5,3,3,4,3,2,3,2,1,4,1,4,2,5,2,4,4,3,4,1,4,1,5,1,4,1,4,4,4,1,4,1,5,1,5,5,5,5,2
2187,3,16,1,2,1,2,3,2,4,2,4,2,4,2,4,3,3,3,4,2,3,3,4,4,3,4,2,5,3,4,2,4,1,4,4,4,2,3,3,3,2,4,3,3,2,3,3,2,4,1,3,2,3,3,5,4,0
2188,3,24,2,2,3,1,2,2,5,4,3,2,2,4,4,3,3,2,4,4,2,4,3,3,4,2,1,4,2,5,1,5,1,5,4,5,4,2,5,4,3,1,4,1,5,5,4,2,3,3,4,2,4,3,3,4,2
2189,3,28,1,2,1,1,2,2,3,3,3,2,1,4,3,4,3,3,4,3,2,2,2,2,3,3,1,4,2,4,2,4,2,4,4,3,4,4,3,2,2,4,3,2,3,3,5,1,2,2,3,4,5,4,4,2,3
2190,5,21,1,2,1,1,3,3,5,1,5,2,5,5,4,3,3,5,3,2,1,1,1,1,1,1,5,5,4,5,1,4,1,5,5,5,2,3,5,3,3,3,4,3,3,3,4,1,4,1,4,1,5,4,4,5,1
2191,13,22,1,2,1,5,4,2,5,5,5,2,5,5,2,3,1,5,1,5,1,1,2,2,2,2,1,5,1,5,1,5,1,5,5,5,5,2,5,1,5,1,5,2,5,5,5,2,4,1,5,1,5,2,5,5,2
2192,3,20,2,1,1,1,3,3,4,3,3,3,3,4,4,3,1,5,3,5,1,1,1,1,1,1,1,4,2,4,1,3,1,4,4,4,5,2,5,2,4,2,5,2,4,5,4,1,3,2,4,3,5,4,4,4,1
2193,13,20,1,2,1,5,4,2,4,2,4,1,5,3,4,2,4,3,4,2,3,5,5,5,5,4,2,4,4,4,2,4,2,4,5,4,1,4,4,5,2,4,3,3,3,3,4,3,3,2,4,4,4,4,4,4,0
2194,3,18,2,2,1,1,4,1,5,1,5,2,5,2,4,2,4,4,4,3,3,4,3,3,2,3,1,5,3,5,1,5,1,5,5,5,3,4,4,3,2,4,2,3,2,3,4,1,5,1,4,1,4,4,3,5,0
2195,13,20,1,2,1,1,3,2,3,2,4,4,2,4,3,3,5,4,5,3,4,4,4,3,3,4,3,4,4,3,3,3,3,4,4,3,4,3,5,4,4,4,4,2,3,4,3,3,1,2,4,3,4,3,4,4,3
2196,3,21,2,2,1,1,1,4,2,5,3,3,1,4,2,4,3,3,4,2,4,3,3,3,3,4,2,4,1,4,3,4,3,3,4,3,2,3,4,2,2,2,4,4,2,3,4,2,4,2,4,2,4,3,5,4,4
2197,3,13,1,2,1,1,2,4,2,5,3,2,1,5,1,3,5,3,5,5,3,5,5,5,5,5,1,3,2,5,1,5,2,5,5,4,4,2,4,2,4,2,3,4,4,5,3,3,3,2,4,3,5,3,4,4,3
2198,3,18,1,2,1,1,2,4,1,4,1,4,1,5,1,5,5,1,5,4,4,5,5,5,5,4,4,1,5,1,5,3,4,2,2,1,5,2,4,2,2,1,5,3,5,5,5,2,2,1,3,4,2,5,5,2,4
2199,1,17,1,2,1,5,3,2,4,5,4,2,3,5,1,5,3,4,4,2,4,5,2,2,3,2,4,5,3,4,4,5,1,3,4,4,4,1,4,2,3,3,4,3,4,3,2,4,5,1,3,2,3,1,4,4,3
2200,3,46,2,2,1,1,4,1,4,1,5,1,4,2,5,3,3,4,4,3,3,3,3,3,3,3,2,5,2,4,2,3,2,4,4,5,3,2,4,2,4,1,3,2,3,4,5,3,4,4,3,2,5,5,4,4,2
2201,11,20,2,2,2,2,3,1,2,2,3,2,3,3,4,3,3,3,3,2,2,3,4,4,2,3,5,4,3,5,1,5,2,3,5,3,4,1,5,3,3,3,3,4,2,2,3,3,3,3,5,2,3,3,3,5,3
2202,4,28,2,1,1,1,2,4,2,5,2,4,2,4,2,5,1,2,5,4,4,5,2,4,3,4,3,3,2,4,3,4,4,2,4,5,4,4,4,4,2,2,4,3,3,4,2,2,5,3,3,1,3,2,3,3,4
2203,3,20,1,1,1,1,3,5,4,5,4,4,4,3,4,2,2,4,2,3,1,3,2,2,4,4,4,5,4,2,2,2,3,4,1,2,4,4,3,3,1,5,2,5,1,1,3,3,4,2,3,2,4,4,5,5,1
2204,13,20,1,2,1,2,2,2,5,4,4,1,5,5,1,1,5,3,5,1,2,1,2,3,3,1,1,5,1,5,1,4,1,5,4,5,4,1,5,1,3,1,3,1,4,4,3,2,5,1,3,1,3,2,3,4,2
2205,3,15,1,1,1,1,2,2,4,2,5,1,4,5,3,4,2,5,1,3,2,2,3,1,5,1,2,3,4,4,2,2,2,5,5,2,4,3,5,1,2,2,5,2,5,5,4,2,4,1,5,1,5,1,1,5,1
2206,13,49,1,1,1,1,1,1,5,5,5,1,1,5,1,5,1,5,4,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,4,4,5,5,5,1,5,1,5,4,2
2207,3,49,1,1,1,1,3,4,3,4,3,3,2,5,1,4,1,3,3,3,2,2,3,2,1,3,2,4,1,2,2,4,2,5,5,5,4,3,5,3,3,1,5,4,3,5,5,1,5,1,5,1,5,5,4,5,2
2208,3,22,1,1,1,1,2,3,2,4,4,2,2,5,2,4,4,3,4,2,3,3,4,4,4,4,4,5,4,3,4,4,2,3,4,2,4,5,2,4,2,4,2,2,3,3,4,2,5,1,5,2,4,4,4,4,4
2209,3,17,1,1,1,1,1,5,1,5,1,5,1,5,1,5,3,4,4,4,4,3,4,2,4,2,4,2,3,2,4,3,4,2,2,1,2,3,4,3,1,4,4,4,4,3,3,4,1,4,4,5,5,1,4,4,4
2210,8,22,1,1,1,1,3,4,3,4,3,4,2,5,2,3,2,4,4,2,1,1,2,2,1,3,1,4,1,5,2,4,2,4,5,4,4,3,4,4,4,4,3,4,4,3,4,1,4,1,4,2,5,4,4,4,1
2211,13,20,2,1,2,1,1,5,2,5,1,5,1,4,4,5,1,5,5,1,4,4,4,1,2,1,5,5,1,5,3,5,5,1,5,4,3,2,5,1,4,5,5,1,3,2,1,4,4,1,3,2,4,1,4,2,3
2212,3,20,2,2,1,1,3,3,4,3,3,4,4,1,5,3,2,4,3,4,3,1,3,3,2,1,1,4,1,4,1,4,1,4,4,3,4,2,3,1,3,2,3,1,3,4,3,2,4,1,3,1,5,3,3,3,1
2213,3,19,1,2,1,2,1,4,2,4,4,4,2,5,2,5,4,4,4,2,4,4,4,4,5,4,2,3,4,4,2,5,2,2,4,2,4,2,4,3,2,2,4,2,4,4,5,3,5,2,4,1,2,5,5,5,4
2214,3,76,0,1,1,1,3,2,5,2,4,2,4,3,4,2,2,4,2,4,4,2,2,2,2,2,2,4,4,4,2,4,2,4,4,4,4,5,4,2,2,5,4,2,4,3,4,2,4,2,4,2,4,4,4,4,1
2215,3,22,1,1,1,1,2,5,3,5,2,5,2,5,1,5,2,5,4,2,4,3,5,3,4,1,1,4,3,4,2,4,3,4,4,2,3,4,3,4,1,4,4,2,3,4,4,2,5,1,4,1,5,3,4,4,4
2216,3,30,1,2,1,2,4,1,3,2,4,1,4,2,4,5,5,2,5,2,4,4,5,4,4,4,2,5,2,5,2,4,1,4,5,4,3,4,5,3,2,4,4,2,4,5,5,3,5,3,4,1,4,4,4,5,0
2217,3,21,1,2,2,1,1,2,2,3,3,4,1,4,1,3,5,1,5,1,4,4,4,4,4,4,2,2,4,3,2,3,4,3,3,2,3,3,2,4,3,3,4,2,2,2,2,4,2,2,1,4,2,2,4,2,3
2218,6,46,1,2,1,1,4,1,5,2,5,1,5,3,4,1,2,3,1,5,2,2,1,1,1,1,1,5,1,5,1,5,1,5,4,4,3,4,4,2,3,4,3,1,4,4,4,1,4,3,4,1,5,2,3,5,1
2219,3,24,2,2,1,1,1,5,1,5,1,2,1,5,1,5,5,1,5,2,5,4,2,2,3,2,2,2,5,4,4,4,5,1,1,1,4,2,5,5,5,1,4,2,2,3,4,3,1,1,4,5,2,4,4,4,4
2220,8,31,1,2,1,1,4,4,3,2,4,2,5,5,2,1,3,3,2,1,2,2,3,2,2,1,3,4,2,3,2,2,3,3,3,4,3,2,3,1,3,2,4,3,4,4,3,3,2,2,3,5,4,2,2,3,3
2221,3,17,2,2,1,1,1,3,3,4,2,3,1,4,2,4,5,2,4,2,3,2,2,2,3,3,3,4,2,4,2,4,2,3,3,3,5,3,3,2,2,2,5,3,4,4,4,2,4,1,4,1,4,2,3,3,4
2222,13,36,1,2,1,2,3,3,4,3,4,1,4,4,3,3,1,3,5,3,1,2,1,1,2,1,1,3,1,5,1,5,1,4,5,3,4,1,5,1,5,2,5,1,3,1,5,1,5,1,5,1,5,3,4,5,2
2223,3,18,2,2,1,5,3,3,4,4,5,2,4,3,5,3,2,5,5,3,2,2,3,2,3,3,4,4,2,4,2,3,2,4,5,4,5,2,4,2,2,5,3,3,4,4,4,2,4,1,3,1,4,3,3,3,1
2224,3,18,1,2,2,1,2,4,2,4,2,3,2,4,2,5,5,3,5,2,4,4,4,3,4,4,3,2,3,4,2,2,4,3,4,4,4,3,5,3,3,3,4,2,4,5,5,2,4,2,3,3,4,4,5,4,4
2225,8,32,1,2,1,1,2,1,4,3,4,2,3,4,2,4,4,3,4,2,3,4,3,3,4,3,2,4,2,5,2,4,2,4,4,4,4,5,4,4,3,4,3,2,3,4,3,2,4,3,4,2,4,3,4,4,0
2226,6,53,1,2,1,4,5,1,2,1,3,1,5,1,5,3,2,4,3,3,1,1,5,5,5,2,3,5,1,5,3,5,4,5,5,3,4,1,2,3,3,1,5,5,5,3,2,1,2,3,3,1,2,5,1,2,3
2227,3,16,1,1,2,1,2,3,1,5,3,2,2,3,2,5,5,2,4,1,5,3,4,4,4,5,1,3,2,5,1,5,1,5,5,4,3,4,2,3,1,5,4,3,1,3,5,2,3,1,5,3,5,5,5,5,0
2228,6,16,1,2,1,1,3,1,4,1,3,1,3,2,5,4,2,4,4,2,4,3,3,2,3,2,4,5,3,3,2,2,1,3,3,3,4,4,4,4,2,4,3,3,2,3,3,2,4,2,4,1,4,3,3,4,1
2229,3,22,1,2,2,1,2,2,2,2,4,2,4,3,3,2,5,2,4,2,2,4,4,2,3,3,1,4,3,3,2,5,2,3,4,3,4,4,3,2,3,3,4,2,5,4,2,1,3,1,3,4,4,1,5,3,3
2230,3,27,1,2,1,1,1,5,4,4,1,4,1,5,1,5,5,2,5,2,2,1,4,2,2,4,2,3,1,3,2,4,2,2,2,2,3,2,5,1,2,1,5,3,4,4,5,1,5,1,5,1,5,5,5,5,4
2231,3,31,1,1,1,1,3,2,3,4,5,1,4,5,1,1,1,4,2,4,1,1,2,1,2,2,1,3,1,5,1,5,2,4,5,5,3,3,5,2,3,1,4,2,3,5,4,1,4,1,4,2,4,3,5,5,2
2232,5,41,2,1,1,1,1,5,1,5,5,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,1,5,3,5,1,5,1,1,5,2,5,5,2,1,5,3,5,3,1,5,5,1,5,1,5,1,5,4,5,5,0
2233,1,21,1,2,1,2,1,1,5,5,5,1,1,5,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,5,1,5,5,1,1,5,1,5,1,1,1,5,5,2
2234,0,15,2,0,0,2,3,5,5,4,4,1,1,5,1,5,5,2,5,3,2,2,1,1,2,3,1,5,1,5,1,5,1,5,5,4,4,3,5,2,5,3,5,1,3,5,3,1,4,1,4,2,5,4,5,5,2
2235,6,35,2,1,1,1,1,5,1,5,1,5,1,5,2,5,5,2,5,5,5,5,4,4,5,5,4,1,1,5,5,5,5,3,5,2,4,2,1,5,5,4,5,3,1,4,1,4,4,4,5,5,3,2,5,5,4
2236,6,36,1,2,1,1,1,4,1,5,2,4,1,5,1,5,4,2,5,2,4,4,3,3,4,4,2,2,4,4,4,4,5,4,4,3,4,4,5,4,3,2,5,2,4,5,4,4,4,3,4,1,4,3,4,4,4
2237,11,16,1,1,1,5,1,2,3,5,1,5,2,1,1,5,1,3,1,2,5,4,5,1,4,4,1,4,2,5,1,5,1,5,5,4,4,1,5,5,3,5,5,5,2,4,1,3,4,2,1,5,1,1,3,5,3
2238,3,33,1,2,3,1,3,4,4,3,2,1,3,2,5,3,2,3,5,3,5,5,4,3,4,3,1,5,1,5,1,5,2,4,5,4,3,5,5,2,3,3,4,1,2,4,2,1,5,1,4,1,5,1,5,4,0
2239,3,15,1,2,1,2,1,1,2,4,2,2,1,4,4,2,5,2,5,1,4,5,5,5,4,5,2,4,1,4,1,3,2,4,4,2,4,2,3,5,2,2,5,2,4,2,5,2,4,2,4,2,5,5,5,4,0
2240,3,15,1,2,2,1,1,5,3,5,2,5,1,5,3,5,4,5,5,3,3,3,1,3,4,3,1,5,2,5,1,5,3,5,5,5,5,2,4,1,1,1,2,3,5,3,3,1,5,1,5,1,5,3,4,3,4
2241,1,20,1,2,1,2,5,2,5,1,5,1,4,2,5,1,2,4,4,3,3,2,4,4,3,3,5,5,2,5,1,5,1,4,5,5,4,3,4,3,3,2,3,3,3,4,4,1,5,2,5,1,5,2,4,5,2
2242,5,32,2,1,1,1,2,4,2,4,2,1,2,4,2,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,2,3,4,3,4,3,4,4,4,3,2,4,4,2,2,4,4,2,4,2,4,2,4,3,4,3,4
2243,13,16,1,2,1,1,1,3,1,5,4,5,4,5,1,5,2,1,5,4,1,5,5,5,5,4,4,5,4,5,2,3,3,3,5,5,2,4,3,5,1,4,3,5,2,2,4,1,5,1,3,4,3,4,5,5,0
2244,3,17,1,2,2,1,2,2,5,4,5,2,2,4,2,4,5,2,5,2,2,4,4,2,4,2,1,5,2,4,1,5,1,5,4,3,5,1,5,1,5,1,5,1,5,5,4,4,2,3,4,4,4,2,4,2,2
2245,3,13,1,1,1,1,3,3,3,5,2,3,4,4,3,5,3,5,5,3,4,2,1,1,3,3,5,3,2,4,1,4,2,5,4,3,1,4,4,5,1,3,2,3,2,3,4,2,5,2,3,4,4,3,5,4,4
2246,3,20,1,2,1,5,4,2,3,3,4,2,4,2,4,3,5,2,5,3,4,2,4,3,4,3,2,4,2,3,2,2,2,4,4,4,5,1,4,2,4,2,4,3,4,4,4,3,2,3,3,3,2,3,4,4,3
2247,3,24,1,1,1,1,3,3,5,4,5,2,4,5,3,5,4,4,5,2,4,2,2,1,3,4,2,5,4,4,2,3,2,5,5,5,4,1,4,3,5,1,5,1,5,5,4,1,4,1,5,2,5,5,5,5,2
2248,3,21,1,1,1,1,3,1,4,2,5,1,5,2,4,1,2,2,2,2,1,2,5,2,2,2,5,5,1,3,5,4,3,1,4,1,3,2,5,4,1,1,2,3,4,5,5,1,5,3,5,1,5,5,5,5,1
2249,5,51,1,2,1,1,5,1,5,1,5,1,5,1,5,1,1,5,5,1,5,1,1,1,1,5,1,5,1,5,1,5,1,4,5,5,1,5,1,5,1,1,5,1,5,1,5,1,5,1,5,1,1,1,5,5,1
